incident_id,source,url,date,system_description,included,exclusion_reason,primary_layer,secondary_layers,mechanism_phrase,rationale,coder_a,coder_b,adjudicated
mit-52.02.02,mit_risk_repo,https://airisk.mit.edu/risks,2023,General purpose AI models (survey/report),False,not_agentic,,,,The text is a general governance report discussing hypothetical misuse risks without any concrete agentic incident or mechanism.,excluded,excluded,False
mit-53.02.05,mit_risk_repo,https://airisk.mit.edu/risks,2023,Literature review of AI governance (no specific agent system),False,not_agentic,,,,"This is a general literature review referencing software worms as an analogy, not a concrete documented agentic AI incident with codeable mechanism detail.",excluded,excluded,False
mit-53.03.06,mit_risk_repo,https://airisk.mit.edu/risks,2023,Literature review of AI governance risks (hypothetical scenarios),False,not_agentic,,,,"The text is a literature review enumerating hypothetical catastrophic risks, not a concrete documented agentic incident with mechanism detail.",excluded,excluded,False
mit-55.02.01,mit_risk_repo,https://airisk.mit.edu/risks,2023,N/A - survey paper on long-term AI impacts,False,not_agentic,,,,"This is a speculative survey of potential long-term AI impacts, not a concrete agentic incident with a documented failure mechanism.",excluded,excluded,False
mit-56.16.00,mit_risk_repo,https://airisk.mit.edu/risks,2023,Hypothetical frontier AI system,False,not_agentic,,,,This is a hypothetical risk-scenario description with no concrete incident or mechanism-level detail.,excluded,excluded,False
mit-59.01.00,mit_risk_repo,https://airisk.mit.edu/risks,2024,AI Hazard Management framework (conceptual),False,not_agentic,,,,"This is an abstract framework discussing ODD specification, not a concrete agentic incident with autonomous multi-step tool execution.",excluded,excluded,False
mit-59.02.00,mit_risk_repo,https://airisk.mit.edu/risks,2024,AI Hazard Management framework (general),False,insufficient_mechanism,,,,"The text is a general framework abstract describing risk categories, not a concrete agentic incident with codeable mechanism detail.",excluded,excluded,False
mit-62.02.01,mit_risk_repo,https://airisk.mit.edu/risks,2024,General-purpose AI systems (standards report),False,not_agentic,,,,"This is an abstract standards discussion of risk categories, not a concrete agentic incident with mechanism detail.",excluded,excluded,False
mit-62.02.02,mit_risk_repo,https://airisk.mit.edu/risks,2024,General-purpose AI systems standards report,False,not_agentic,,,,"This is an abstract standards/policy document discussing risk sources generally, not a concrete agentic incident with codeable mechanism detail.",excluded,excluded,False
mit-62.02.03,mit_risk_repo,https://airisk.mit.edu/risks,2024,General-purpose AI systems (standards report),False,not_agentic,,,,"This is a general standards report discussing risk categories abstractly, not a concrete agentic incident with codeable mechanism detail.",excluded,excluded,False
mit-62.21.00,mit_risk_repo,https://airisk.mit.edu/risks,2024,General-purpose AI systems (catalog/report),False,insufficient_mechanism,,,,This is a taxonomic catalog of risk sources without a concrete documented incident or codeable mechanism.,excluded,excluded,False
mit-62.31.01,mit_risk_repo,https://airisk.mit.edu/risks,2024,GPAI-based financial agents (hypothetical),False,insufficient_mechanism,,,,"This is a general standards/risk report speculating about potential multi-agent financial risks, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-62.33.01,mit_risk_repo,https://airisk.mit.edu/risks,2024,General-purpose AI systems (standards report),False,not_agentic,,,,"This is an abstract standards document describing hypothetical misuse risks, not a concrete agentic incident with mechanism detail.",excluded,excluded,False
mit-63.00.00,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent AI systems (general),False,insufficient_mechanism,,,,The material is only a title with no described incident or mechanism to code.,excluded,excluded,False
mit-63.01.00,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual framework),False,insufficient_mechanism,,,,The text is an abstract taxonomy of miscoordination risks with no concrete agentic incident or mechanism-level failure to code.,excluded,excluded,False
mit-63.01.00a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (report),False,insufficient_mechanism,,,,The text is a general conceptual discussion of cooperation failures without a concrete documented incident or codeable mechanism.,excluded,excluded,False
mit-63.01.01,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (theoretical paper),False,not_agentic,,,,"This is an abstract game-theoretic discussion of incompatible strategies, not a concrete documented agentic incident.",excluded,excluded,False
mit-63.01.01a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual report),False,not_agentic,,,,"The text is an abstract illustrative analogy about incompatible conventions, not a concrete agentic incident with tool execution.",excluded,excluded,False
mit-63.01.02,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (research report),False,insufficient_mechanism,,,,"The text is a conceptual discussion of the credit assignment problem in multi-agent learning, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-63.01.03,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (theoretical framework paper),False,not_agentic,,,,This is an abstract discussion of zero-shot coordination theory with no concrete documented agentic incident.,excluded,excluded,False
mit-63.02.00,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (report),False,not_agentic,,,,This is abstract conceptual discussion of mixed-motive multi-agent risks with no concrete incident or mechanism to code.,excluded,excluded,False
mit-63.02.00a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual report),False,not_agentic,,,,"This is a definitional passage about conflict in multi-agent settings, not a documented concrete agentic incident with mechanism detail.",excluded,excluded,False
mit-63.02.00b,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual report),False,insufficient_mechanism,,,,The text is a conceptual discussion of multi-agent conflict risks with no concrete incident or codeable mechanism.,excluded,excluded,False
mit-63.02.01,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual report),False,not_agentic,,,,The text describes a hypothetical near-term social dilemma example rather than a concrete documented agentic incident with mechanism detail.,excluded,excluded,False
mit-63.02.02,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (report; hypothetical military AI advisors/C2 systems),False,not_agentic,,,,The text describes speculative future military AI risks rather than a concrete agentic incident with codeable mechanism detail.,excluded,excluded,False
mit-63.02.03,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual taxonomy paper),False,not_agentic,,,,"This is a theoretical discussion of possible coercion/extortion risks, not a concrete documented agentic incident.",excluded,excluded,False
mit-63.03.00,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (report),False,not_agentic,,,,"The text is a conceptual discussion of collusion, not a concrete agentic incident with mechanism detail.",excluded,excluded,False
mit-63.03.00a,mit_risk_repo,https://airisk.mit.edu/risks,2025,"Multi-Agent Risks from Advanced AI (report, collusion discussion)",False,not_agentic,,,,The text is an abstract discussion of AI collusion definitions with no concrete documented incident or mechanism.,excluded,excluded,False
mit-63.03.01,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent AI market systems (hypothetical),False,insufficient_mechanism,,,,"This is a conceptual warning about potential AI market collusion, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-63.03.02,mit_risk_repo,https://airisk.mit.edu/risks,2025,Hypothetical multi-agent LLM systems,False,insufficient_mechanism,,,,"This is a speculative research discussion of possible future steganographic collusion between agents, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-63.04.00,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual taxonomy),False,insufficient_mechanism,,,,"This is an abstract taxonomy fragment describing categories of risk, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-63.04.00a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent AI systems (general),False,insufficient_mechanism,,,,"This is a conceptual taxonomy discussing information asymmetries abstractly, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-63.04.00b,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual report),False,not_agentic,,,,"The text is an abstract conceptual illustration of information asymmetry, not a concrete agentic incident with mechanism detail.",excluded,excluded,False
mit-63.04.00c,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (theoretical report),False,not_agentic,,,,"This is an abstract economic-theory discussion of information asymmetry, not a documented agentic incident with tool execution.",excluded,excluded,False
mit-63.04.01,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual report),False,not_agentic,,,,"This is an abstract discussion of communication constraints in multi-agent systems, not a documented concrete incident with agentic multi-step behavior.",excluded,excluded,False
mit-63.04.02,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (theoretical bargaining example),False,not_agentic,,,,"This is an abstract theoretical discussion of bargaining under uncertainty, not a concrete documented agentic incident.",excluded,excluded,False
mit-63.04.02a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (report),False,not_agentic,,,,"This is a theoretical discussion of strategic bargaining failures citing economics literature, not a concrete agentic incident with mechanism detail.",excluded,excluded,False
mit-63.04.03,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual taxonomy),False,not_agentic,,,,"The text is a conceptual discussion of deception risks between AI agents, not a concrete documented incident with mechanism detail.",excluded,excluded,False
mit-63.05.00,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (theoretical report),False,insufficient_mechanism,,,,"This is an abstract taxonomic statement about network effects, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-63.05.00a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual paper),False,not_agentic,,,,"The text is an abstract conceptual discussion of network theory, not a concrete agentic incident with codeable mechanisms.",excluded,excluded,False
mit-63.05.00b,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent AI networks (general),False,insufficient_mechanism,,,,The text is a general framing of systemic multi-agent risks without any concrete incident or codeable failure mechanism.,excluded,excluded,False
mit-63.05.00c,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent networked AI systems (conceptual),False,insufficient_mechanism,,,,"The text is a general discussion of network failure modes with non-AI analogies, not a concrete agentic incident with codeable mechanism detail.",excluded,excluded,False
mit-63.05.01,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent AI systems (general framework),False,insufficient_mechanism,,,,"This is a conceptual taxonomy of error propagation risks in agent networks with citations, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-63.05.02,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (report),False,insufficient_mechanism,,,,The text is an abstract conceptual fragment about network structure changes with no concrete documented incident or codeable mechanism.,excluded,excluded,False
mit-63.05.02a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual report),False,not_agentic,,,,"The text is a speculative discussion of possible multi-agent risks, not a concrete documented incident with mechanism detail.",excluded,excluded,False
mit-63.05.02b,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent AI networks (theoretical),False,insufficient_mechanism,,,,"This is a conceptual discussion of hypothetical network phase-transition risks, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-63.05.03,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual report),False,not_agentic,,,,"This is a conceptual discussion of foundation-model homogeneity risk, not a documented concrete agentic incident with codeable mechanism detail.",excluded,excluded,False
mit-63.05.03a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent foundation model networks (conceptual),False,insufficient_mechanism,,,,"This is a conceptual discussion of correlated failure modes across homogeneous models, not a concrete documented agentic incident with codeable mechanism detail.",excluded,excluded,False
mit-63.06.00,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (report),False,insufficient_mechanism,,,,The text is a conceptual reference to selection pressures without a concrete documented incident or codeable mechanism.,excluded,excluded,False
mit-63.06.00a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual report),False,not_agentic,,,,"The text is an abstract discussion of selection pressures on AI systems, not a concrete agentic incident with mechanism-level detail.",excluded,excluded,False
mit-63.06.01,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual report),False,not_agentic,,,,"This is a theoretical discussion of possible undesirable traits from competitive training, not a concrete documented agentic incident.",excluded,excluded,False
mit-63.06.02,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (survey/report),False,not_agentic,,,,"This is a general discussion of human-derived biases in models, not a concrete agentic incident with mechanism-level detail.",excluded,excluded,False
mit-63.06.03,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual report),False,insufficient_mechanism,,,,The text is a theoretical discussion of emergent multi-agent capability escalation without any concrete incident or codeable mechanism detail.,excluded,excluded,False
mit-63.06.03a,mit_risk_repo,https://airisk.mit.edu/risks,2025,MARL agents (Multi-Agent Risks from Advanced AI survey),False,insufficient_mechanism,,,,The text summarizes general MARL research themes without documenting a single concrete incident with codeable mechanism detail.,excluded,excluded,False
mit-63.07.00,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent AI systems (general),False,insufficient_mechanism,,,,"This is an abstract taxonomy statement about destabilising dynamics, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-63.07.00a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (report),False,insufficient_mechanism,,,,The text is a general conceptual claim about multi-agent dynamics with no concrete incident or codeable mechanism.,excluded,excluded,False
mit-63.07.01,mit_risk_repo,https://airisk.mit.edu/risks,2025,"Multi-agent AI systems (general discussion, referencing 2010 flash crash)",False,insufficient_mechanism,,,,"The text is a conceptual survey describing feedback loops in the abstract with only a passing reference to the flash crash, lacking concrete mechanism detail to code a specific agentic incident.",excluded,excluded,False
mit-63.07.01a,mit_risk_repo,https://airisk.mit.edu/risks,2010-05-06,High-frequency trading algorithms (2010 Flash Crash),False,not_agentic,,,,"This is a historical financial market example cited in a survey, not an AI agent incident with planning and tool-execution mechanism detail.",excluded,excluded,False
mit-63.07.02,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent learning systems (Q-learning),False,insufficient_mechanism,,,,"This is a theoretical discussion of cyclic learning dynamics, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-63.07.03,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent learning systems (theoretical),False,not_agentic,,,,"This is a theoretical discussion of chaos in multi-agent learning with no documented concrete incident, explicitly noting such dynamics have not been observed in frontier systems.",excluded,excluded,False
mit-63.07.04,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (theoretical survey on phase transitions),False,not_agentic,,,,"This is an abstract theoretical discussion of phase transitions in multi-agent systems, not a concrete documented incident with agentic planning and tool execution.",excluded,excluded,False
mit-63.07.05,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (survey/report),False,not_agentic,,,,"This is a general conceptual discussion of distributional shift risks, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-63.07.05a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (research report),False,not_agentic,,,,The text is a general theoretical discussion of multi-agent training risks with no concrete documented incident or deployed agent failure to code.,excluded,excluded,False
mit-63.08.00,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (report),False,not_agentic,,,,"The text is a conceptual description of commitment and trust risks, not a concrete agentic incident with codeable mechanism detail.",excluded,excluded,False
mit-63.08.00a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual report),False,not_agentic,,,,"This is a conceptual discussion of multi-agent commitment dynamics, not a concrete documented incident with agentic tool execution.",excluded,excluded,False
mit-63.08.00b,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (report),False,not_agentic,,,,"This is a conceptual discussion of credible commitments, not a concrete agentic incident with mechanism detail.",excluded,excluded,False
mit-63.08.01,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent AI systems (theoretical),False,insufficient_mechanism,,,,This is a conceptual discussion of hypothetical future risks with no concrete incident or codeable failure mechanism.,excluded,excluded,False
mit-63.08.02,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (theoretical report),False,not_agentic,,,,"The text is a conceptual discussion of commitment and extortion risks, not a documented concrete agentic incident.",excluded,excluded,False
mit-63.08.02a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual report),False,not_agentic,,,,"This is a theoretical discussion of commitment-device risks, not a documented concrete agentic incident with codeable mechanism detail.",excluded,excluded,False
mit-63.08.03,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual report),False,insufficient_mechanism,,,,The text is an abstract discussion of threat and commitment risks with no concrete documented incident or mechanism-level detail to code.,excluded,excluded,False
mit-63.08.03a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (theoretical report),False,not_agentic,,,,"This is a theoretical discussion of hypothetical commitment-race cascades, not a concrete documented incident with agentic tool execution.",excluded,excluded,False
mit-63.08.03b,mit_risk_repo,https://airisk.mit.edu/risks,2025,Cold War automated systems (Perimeter 'Dead Hand'; US Patriot missile defence),False,not_agentic,,,,"The text is a conceptual discussion citing historical automated military systems, not a concrete AI agent incident with planning and tool execution.",excluded,excluded,False
mit-63.09.00,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent AI systems (conceptual),False,insufficient_mechanism,,,,"This is a conceptual taxonomy entry describing emergent agency in the abstract, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-63.09.00a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual report),False,insufficient_mechanism,,,,The text is a conceptual discussion of emergent behavior in multi-agent systems without any concrete documented incident or codeable mechanism.,excluded,excluded,False
mit-63.09.00b,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent AI systems (conceptual),False,insufficient_mechanism,,,,This is a theoretical discussion of emergent multi-agent behaviour with no concrete incident or codeable failure mechanism.,excluded,excluded,False
mit-63.09.01,mit_risk_repo,https://airisk.mit.edu/risks,2025,Hypothetical multi-agent chemical design workflow,False,insufficient_mechanism,,,,"The text is a speculative example of potential emergent risk from combining narrow systems, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-63.09.01a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (theoretical report),False,not_agentic,,,,The text is a speculative theoretical discussion of multi-agent risks with no concrete documented incident or mechanism to code.,excluded,excluded,False
mit-63.09.02,mit_risk_repo,https://airisk.mit.edu/risks,2025,Hypothetical multi-agent moderation bots (from 'Multi-Agent Risks from Advanced AI'),False,not_agentic,,,,"The text is a conceptual illustration of emergent collective goals, not a documented concrete agentic incident with mechanism detail.",excluded,excluded,False
mit-63.10.00,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent AI systems (general),False,insufficient_mechanism,,,,The text is a general taxonomy statement about multi-agent security threats without any concrete incident or mechanism detail to code.,excluded,excluded,False
mit-63.10.00a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (report),False,insufficient_mechanism,,,,This is a general conceptual passage about cyber threats and multi-agent security with no concrete incident or mechanism-level detail to code.,excluded,excluded,False
mit-63.10.00b,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent AI security (conceptual paper),False,insufficient_mechanism,,,,The text is a conceptual discussion of multi-agent security risks with no concrete documented incident or mechanism to code.,excluded,excluded,False
mit-63.10.01,mit_risk_repo,https://airisk.mit.edu/risks,2025,"Multi-Agent Risks from Advanced AI (conceptual paper, swarm attacks)",False,not_agentic,,,,"The text is a general conceptual discussion of swarm/DDoS attack potential, not a concrete documented agentic incident with codeable mechanism detail.",excluded,excluded,False
mit-63.10.01a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (report),False,not_agentic,,,,The text is a general conceptual mention of brigading and coordinated actions without a concrete agentic incident or mechanism-level detail to code.,excluded,excluded,False
mit-63.10.01b,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (report),False,not_agentic,,,,"The text is a general theoretical discussion of potential multi-agent attack risks, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-63.10.02,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-Agent Risks from Advanced AI (conceptual taxonomy),False,not_agentic,,,,This is an abstract taxonomy of hypothetical multi-agent risks without a concrete documented incident or executable mechanism detail.,excluded,excluded,False
mit-63.10.03,mit_risk_repo,https://airisk.mit.edu/risks,2025,Hypothetical coordinated AI agents (Multi-Agent Risks report),False,not_agentic,,,,"The text is a speculative discussion of possible future multi-agent social engineering risks, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-63.10.04,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent AI systems (general survey),False,insufficient_mechanism,,,,The text is a general taxonomy of multi-agent risks citing categories of attacks rather than documenting a concrete incident with codeable mechanism detail.,excluded,excluded,False
mit-63.10.05,mit_risk_repo,https://airisk.mit.edu/risks,2025,Networks of LLM agents (multi-agent systems),False,insufficient_mechanism,,,,"This is a general survey discussing cascading security failures and LLM worms conceptually, without documenting a concrete incident with codeable mechanism detail.",excluded,excluded,False
mit-63.10.06,mit_risk_repo,https://airisk.mit.edu/risks,2025,Multi-agent AI systems (survey/taxonomy),False,insufficient_mechanism,,,,"This is a conceptual survey of hypothetical multi-agent risks (steganography, illusory attacks, training-data poisoning) without a concrete documented incident or codeable mechanism trace.",excluded,excluded,False
mit-67.04.04,mit_risk_repo,https://airisk.mit.edu/risks,2023,Hypothetical future AI agents (frontier AI report),False,not_agentic,,,,"The text is a speculative discussion of hypothetical future AI capabilities, not a documented concrete agentic incident.",excluded,excluded,False
mit-67.04.05,mit_risk_repo,https://airisk.mit.edu/risks,2023,Frontier AI agents (unspecified),False,insufficient_mechanism,,,,"This is a general risk-framing statement about hypothetical future capabilities, not a concrete agentic incident with codeable mechanism detail.",excluded,excluded,False
mit-68.01.00a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Unspecified — theoretical risk characterization framework,False,not_agentic,,,,This is an abstract risk-dimension taxonomy with no concrete agentic incident or mechanism-level failure trajectory to code.,excluded,excluded,False
mit-68.02.00,mit_risk_repo,https://airisk.mit.edu/risks,2025,Teams of LLM agents (cited work [108]),False,insufficient_mechanism,,,,The text is a high-level survey citation lacking any mechanism-level description of a concrete incident.,excluded,excluded,False
mit-68.02.00a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Unspecified (theoretical risk characterization framework),False,not_agentic,,,,"The text is a conceptual dimensional framework for AI risks, not a concrete agentic incident with autonomous multi-step behavior or mechanism detail.",excluded,excluded,False
mit-68.02.00b,mit_risk_repo,https://airisk.mit.edu/risks,2025,Theoretical discussion of cyber offense risk from capable models,False,not_agentic,,,,"This is a conceptual risk-characterization discussion, not a concrete agentic incident with codeable mechanism detail.",excluded,excluded,False
mit-68.03.00b,mit_risk_repo,https://airisk.mit.edu/risks,2025,Unspecified (theoretical risk characterization framework),False,not_agentic,,,,"The text is an abstract risk-dimension taxonomy with no concrete agentic incident, tool execution, or mechanism-level detail to code.",excluded,excluded,False
mit-68.03.00c,mit_risk_repo,https://airisk.mit.edu/risks,2025,Generic AI agent (theoretical framework),False,insufficient_mechanism,,,,"This is a conceptual characterization of catastrophic AI risk pathways, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-68.03.00d,mit_risk_repo,https://airisk.mit.edu/risks,2025,Hypothetical AI takeover scenario (theoretical paper),False,not_agentic,,,,The text is a theoretical analogy to the 1973 Chilean coup with no concrete AI agent incident or mechanism to code.,excluded,excluded,False
mit-68.04.00a,mit_risk_repo,https://airisk.mit.edu/risks,2025,Unspecified (theoretical risk framework),False,not_agentic,,,,"This is a conceptual risk-dimension characterization framework, not a concrete agentic incident with tool execution or mechanism detail.",excluded,excluded,False
mit-68.04.00b,mit_risk_repo,https://airisk.mit.edu/risks,2025,Unspecified (theoretical multi-agent risk framework),False,insufficient_mechanism,,,,The text is a conceptual framing of catastrophic multi-agent risk without any concrete incident or codeable failure mechanism.,excluded,excluded,False
mit-70.01.01,mit_risk_repo,https://airisk.mit.edu/risks,2025,"Embodied AI (policy report, general discussion)",False,not_agentic,,,,This is a general policy discussion of embodied AI risks with no concrete agentic incident or mechanism-level detail to code.,excluded,excluded,False
mit-70.04.02,mit_risk_repo,https://airisk.mit.edu/risks,2025,"Embodied AI (policy discussion, no specific system)",False,not_agentic,,,,"This is an abstract policy discussion about accountability frameworks, not a documented concrete agentic incident with mechanism detail.",excluded,excluded,False
mit-71.01.01,mit_risk_repo,https://airisk.mit.edu/risks,2025,AI Scientist agents (chemical domain),False,insufficient_mechanism,,,,The text describes hypothetical categories of chemical risk without documenting any concrete agentic incident or failure mechanism.,excluded,excluded,False
mit-72.01.03,mit_risk_repo,https://airisk.mit.edu/risks,2025,"Frontier AI Risk Management Framework (embodied AI, generic)",False,insufficient_mechanism,,,,"This is an abstract risk-framework description of hypothetical embodied AI threats, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-72.02.02,mit_risk_repo,https://airisk.mit.edu/risks,2025,Frontier AI Risk Management Framework (v1.0),False,not_agentic,,,,"This is a framework describing speculative loss-of-control scenarios, not a concrete documented agentic incident with mechanism detail.",excluded,excluded,False
mit-72.03.02,mit_risk_repo,https://airisk.mit.edu/risks,2025,Frontier AI Risk Management Framework (hypothetical financial AI agents),False,insufficient_mechanism,,,,This is a hypothetical framework describing potential future risks with no concrete incident or mechanism-level detail to code.,excluded,excluded,False
mit-72.05.01,mit_risk_repo,https://airisk.mit.edu/risks,2025,Frontier AI Risk Management Framework (v1.0),False,not_agentic,,,,"This is an abstract framework definition of agentic capability, not a documented concrete incident with mechanism detail.",excluded,excluded,False
mit-72.05.02,mit_risk_repo,https://airisk.mit.edu/risks,2025,Frontier AI Risk Management Framework (v1.0),False,not_agentic,,,,"This is a framework describing hypothetical capability categories, not a concrete documented agentic incident.",excluded,excluded,False
mit-72.05.04,mit_risk_repo,https://airisk.mit.edu/risks,2025,Frontier AI Risk Management Framework (v1.0),False,not_agentic,,,,"This is a framework describing hypothetical risk categories, not a concrete documented agentic incident.",excluded,excluded,False
mit-72.05.06,mit_risk_repo,https://airisk.mit.edu/risks,2025,Frontier AI Risk Management Framework (v1.0),False,not_agentic,,,,"This is an abstract capability definition from a risk framework, not a documented agentic incident.",excluded,excluded,False
mit-72.05.13,mit_risk_repo,https://airisk.mit.edu/risks,2025,Frontier AI Risk Management Framework (v1.0),False,insufficient_mechanism,,,,"This is an abstract framework description of multi-agent capabilities, not a concrete incident with codeable mechanism detail.",excluded,excluded,False
mit-72.06.05,mit_risk_repo,https://airisk.mit.edu/risks,2025,"Frontier AI Risk Management Framework (multi-agent collusion, hypothetical)",False,insufficient_mechanism,,,,"This is a general framework describing hypothetical multi-agent collusion risks, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-73.01.00,mit_risk_repo,https://airisk.mit.edu/risks,2024,General LLM-agent discussion (survey paper),False,not_agentic,,,,"This is a survey paper discussing hypothetical future alignment challenges of LLM-agents in the abstract, not documenting any concrete agentic incident with a codeable mechanism.",excluded,excluded,False
